text,clean_text,label
เราจำได้แค่นี้ในตอนที่มองใบประวัติกลับหัวในชั่วขณะเวลาหนึ่งขยายความเรื่องโรคย้ำคิดย้ำทำ,เราจำได้แค่นี้ในตอนที่มองใบประวัติกลับหัวในชั่วขณะเวลาหนึ่งขยายความเรื่องโรคย้ำคิดย้ำทำ,1
ไม่ใช่เรื่องง่ายเลยสำหรับเราที่เป็นโรคซึมเศร้า,ไม่ใช่เรื่องง่ายเลยสำหรับเราที่เป็นโรคซึมเศร้า,1
มีเพียงเสียงเคลื่อน,มีเพียงเสียงเคลื่อน,0
คณะราษฎรล้วนถูกมองในแง่มุมที่ดีขึ้นแน่นอนหากเทียบกับในยุคก่อนๆจนถึงกับมีการแสดงความคิดเห็นในจำนวนมากที่กล่าว่าสมัยนั้นประเทศไทยถือเป็นช่วงที่มีประชาธิปไตยมากที่สุดนั้นเพราะเราค้นพบประวัติศาสตร์ในอีกแง่มุมที่อำนาจมิอาจหลอกเราได้อีกต่อไปกลับมาที่ตัววินสตันเองนั้นในสายตาของพี่เบิ้มถือเป็นมนุษย์ปัจเจกชนที่มีสำนึกทางความคิด,คณะราษฎรล้วนถูกมองในแง่มุมที่ดีขึ้นแน่นอนหากเทียบกับในยุคก่อนๆจนถึงกับมีการแสดงความคิดเห็นในจำนวนมากที่กล่าว่าสมัยนั้นประเทศไทยถือเป็นช่วงที่มีประชาธิปไตยมากที่สุดนั้นเพราะเราค้นพบประวัติศาสตร์ในอีกแง่มุมที่อำนาจมิอาจหลอกเราได้อีกต่อไปกลับมาที่ตัววินสตันเองนั้นในสายตาของพี่เบิ้มถือเป็นมนุษย์ปัจเจกชนที่มีสำนึกทางความคิด,0
มันข้อความตัวอักษรหลายบรรทัดที่ปนเสียงสะอื้นแม้ไม่ได้ยินเขาพูดแต่กลับรู้ว่ามันดูเศร้าแค่ไหนเราทำอะไรไม่ได้,มันข้อความตัวอักษรหลายบรรทัดที่ปนเสียงสะอื้นแม้ไม่ได้ยินเขาพูดแต่กลับรู้ว่ามันดูเศร้าแค่ไหนเราทำอะไรไม่ได้,0
อย่าให้ใครพลากมันไปจากเธอ,อย่าให้ใครพลากมันไปจากเธอ,0
ไม่ผูกคอตามหานางตะเคียนก็ว่ายตามหารักแท้กับนางเงือกซะเลยคนไทยเจอน้อย,ไม่ผูกคอตามหานางตะเคียนก็ว่ายตามหารักแท้กับนางเงือกซะเลยคนไทยเจอน้อย,0
ขอบคุณที่เป็นเหมือนบ้าน,ขอบคุณที่เป็นเหมือนบ้าน,0
ตอนนี้ผ่านไปปีนึงแล้วครับตั้งแต่เริ่มรักษา,ตอนนี้ผ่านไปปีนึงแล้วครับตั้งแต่เริ่มรักษา,1
เราอาจเรียกมันว่าความพ่ายแพ้ของผู้มีชัยกับปัญหาระลอกใหม่ที่ชื่อว่าการฟื้นฟูเมื่อสายน้ำยังคงติดเชื้อคำพิพากษาของศาลถือเป็นอันสิ้นสุด,เราอาจเรียกมันว่าความพ่ายแพ้ของผู้มีชัยกับปัญหาระลอกใหม่ที่ชื่อว่าการฟื้นฟูเมื่อสายน้ำยังคงติดเชื้อคำพิพากษาของศาลถือเป็นอันสิ้นสุด,0
แต่พอเงยหน้าละสายตาจากจอโน้ตบุ๊กเขาก็ตกใจนิดหน่อยที่เจอหน้าของหญิงชราโผล่พ้นขอบรั้วคอนกรีตขึ้นมา,แต่พอเงยหน้าละสายตาจากจอโน้ตบุ๊กเขาก็ตกใจนิดหน่อยที่เจอหน้าของหญิงชราโผล่พ้นขอบรั้วคอนกรีตขึ้นมา,0
มีความภาคภูมิใจในชีวิต,มีความภาคภูมิใจในชีวิต,0
ตอนพูดเรื่องวัยเด็กของตนเอง,ตอนพูดเรื่องวัยเด็กของตนเอง,0
พ็อคเก็ตบุคหรือนิตยสารตามความสนใจของแต่ละคน,พ็อคเก็ตบุคหรือนิตยสารตามความสนใจของแต่ละคน,1
คิดว่าหมอแค่ทำตามหน้าที่,คิดว่าหมอแค่ทำตามหน้าที่,1
เพราะฉะนั้นฉันคิดว่าสิ่งที่แม่เคยตัดสินฉันโดยไม่หาสาเหตุเป็นเรื่องที่ผิด,เพราะฉะนั้นฉันคิดว่าสิ่งที่แม่เคยตัดสินฉันโดยไม่หาสาเหตุเป็นเรื่องที่ผิด,0
หวังว่านะ,หวังว่านะ,1
อย่างน้อยการมาครั้งนี้ก็ได้รู้จักชื่อโรคของเรา,อย่างน้อยการมาครั้งนี้ก็ได้รู้จักชื่อโรคของเรา,1
ในยามเช้าของวันที่ฉันไม่แน่ใจว่าเป็นเพราะการตื่นเช้าเป็นพิเศษหรือเพราะอะไรกันที่ทำให้ท้องฟ้าตรงที่ฉันยืนอยู่นั้นถูกปกคลุมไปด้วยหมู่เมฆสีเทาอ่อนและเบาบางบรรยากาศชวนอึดอันสิ้นดี,ในยามเช้าของวันที่ฉันไม่แน่ใจว่าเป็นเพราะการตื่นเช้าเป็นพิเศษหรือเพราะอะไรกันที่ทำให้ท้องฟ้าตรงที่ฉันยืนอยู่นั้นถูกปกคลุมไปด้วยหมู่เมฆสีเทาอ่อนและเบาบางบรรยากาศชวนอึดอันสิ้นดี,0
องค์กรที่อยู่ในนี้มีความคิดใกล้เคียงกันซึ่งในอนาคต,องค์กรที่อยู่ในนี้มีความคิดใกล้เคียงกันซึ่งในอนาคต,0
อาจจะมีคนตอบว่าเราก็จะได้ทำสิ่งที่เราต้องการทำก่อนตายไงแล้วตอนนี้ก็ยังไม่ตายไม่ใช่เหรอแล้วจะรออะไร,อาจจะมีคนตอบว่าเราก็จะได้ทำสิ่งที่เราต้องการทำก่อนตายไงแล้วตอนนี้ก็ยังไม่ตายไม่ใช่เหรอแล้วจะรออะไร,0
ชีวิตเราจะปลอดภัยแล้วแต่เราดันมองข้ามวิธีการและกระบวนการฟื้นฟูไปและกลายเป็นว่าหลังชนะคดี,ชีวิตเราจะปลอดภัยแล้วแต่เราดันมองข้ามวิธีการและกระบวนการฟื้นฟูไปและกลายเป็นว่าหลังชนะคดี,0
เหมือนถ่านไฟที่ลุกไหม้ตลอดเวลา,เหมือนถ่านไฟที่ลุกไหม้ตลอดเวลา,1
และนี้คือครั้งแรก,และนี้คือครั้งแรก,0
แต่เค้าก็อดไม่ได้ที่ต้องหาอะไรมาทำให้ยิ้ม,แต่เค้าก็อดไม่ได้ที่ต้องหาอะไรมาทำให้ยิ้ม,0
เพื่อใส่ความหวังความตั้งใจไปจนถึงเป้าหมายไว้ด้านใต้แล้วให้สายรุ้งเส้นนี้คอยปกป้องเสียงละมุนนุ่มของคุณปัทกล่าวขึ้นพร้อมกับสีชอล์กในมือของฉันที่มันไม่หยุดระบาย,เพื่อใส่ความหวังความตั้งใจไปจนถึงเป้าหมายไว้ด้านใต้แล้วให้สายรุ้งเส้นนี้คอยปกป้องเสียงละมุนนุ่มของคุณปัทกล่าวขึ้นพร้อมกับสีชอล์กในมือของฉันที่มันไม่หยุดระบาย,0
เราเอายามาให้เค้าดูอธิบายให้ฟัง,เราเอายามาให้เค้าดูอธิบายให้ฟัง,1
ไม่เคยนั่งดูถ่ายทอดสดจนจบเกมเลยสักครั้ง,ไม่เคยนั่งดูถ่ายทอดสดจนจบเกมเลยสักครั้ง,0
พอทีไม่คุ้มค่าเลย,พอทีไม่คุ้มค่าเลย,1
ดรีมได้เคยบอกคุณหมอไปแล้วว่าจะขอยุติการรักษา,ดรีมได้เคยบอกคุณหมอไปแล้วว่าจะขอยุติการรักษา,1
ความตายคือสิ่งที่น่ากลัวแต่ทำไมฉันถึงเอาแต่เฝ้าโหยหามัน,ความตายคือสิ่งที่น่ากลัวแต่ทำไมฉันถึงเอาแต่เฝ้าโหยหามัน,1
มือหนาบีบรัดมือของเธอแน่นขึ้นไปอีกพร้อมกับน้ำตาที่พลั่งพรูไหลลงมาเป็นสายเธอคนข้างกายดูจะทำอะไรไม่ถูกที่เห็นผมเป็นแบบนั้น,มือหนาบีบรัดมือของเธอแน่นขึ้นไปอีกพร้อมกับน้ำตาที่พลั่งพรูไหลลงมาเป็นสายเธอคนข้างกายดูจะทำอะไรไม่ถูกที่เห็นผมเป็นแบบนั้น,0
พยายามทำใจให้ชอบเธอแล้วนะเนี่ยไปได้แล้ว,พยายามทำใจให้ชอบเธอแล้วนะเนี่ยไปได้แล้ว,1
คงเป็นตอนที่ฉันลังเลเรื่องจะลาออกจากงานประจำงานแรกในชีวิตดีไหม,คงเป็นตอนที่ฉันลังเลเรื่องจะลาออกจากงานประจำงานแรกในชีวิตดีไหม,0
ใช่ว่าทุกคนจะเจอเรื่องราวและประสบการณ์แบบเราจงมองให้เป็นข้อได้เปรียบด้วยวิธีคิดแบบนี้เราเลยมองว่าตัวเองแต่คนส่วนมากมองว่าเราเพียงเพราะสิ่งที่เราเลือกพูดออกมาคือข้อเสียนั่นแหละพอจังหวะที่หัวใจมันอ่อนแอขนาดที่แค่เรื่องง่ายๆ,ใช่ว่าทุกคนจะเจอเรื่องราวและประสบการณ์แบบเราจงมองให้เป็นข้อได้เปรียบด้วยวิธีคิดแบบนี้เราเลยมองว่าตัวเองแต่คนส่วนมากมองว่าเราเพียงเพราะสิ่งที่เราเลือกพูดออกมาคือข้อเสียนั่นแหละพอจังหวะที่หัวใจมันอ่อนแอขนาดที่แค่เรื่องง่ายๆ,1
ฉันก็ต้องอยู่คนเดียวต่อไปน่าเศร้าเนาะ,ฉันก็ต้องอยู่คนเดียวต่อไปน่าเศร้าเนาะ,1
เสียงที่แฝงไปด้วยความเหนื่อยล้าและเศร้าหมองเฝ้าบอกให้เราหยุดพอและลืมตาตื่นเผชิญหน้ากับความเป็นจริงเสียทีทำไมต้องเกิดเรื่องแบบนี้กับฉันและคุณด้วยผมไม่ทราบเหมือนกัน,เสียงที่แฝงไปด้วยความเหนื่อยล้าและเศร้าหมองเฝ้าบอกให้เราหยุดพอและลืมตาตื่นเผชิญหน้ากับความเป็นจริงเสียทีทำไมต้องเกิดเรื่องแบบนี้กับฉันและคุณด้วยผมไม่ทราบเหมือนกัน,0
เขาหลุดหาวฟอดใหญ่ก่อนหยิบหนังสือและต้นฉบับบทซีรีย์ความรักที่เราต่างอ่านกันค้างไว้เก็บลงข้างเตียงเลื่อนมือดึงผ้าห่มสีเดียวกันกับหมอนของเขาขึ้นห่มคลุมเราทั้งสอง,เขาหลุดหาวฟอดใหญ่ก่อนหยิบหนังสือและต้นฉบับบทซีรีย์ความรักที่เราต่างอ่านกันค้างไว้เก็บลงข้างเตียงเลื่อนมือดึงผ้าห่มสีเดียวกันกับหมอนของเขาขึ้นห่มคลุมเราทั้งสอง,0
มันจะแย่กว่านี้สักแค่ไหน,มันจะแย่กว่านี้สักแค่ไหน,1
อาจเพราะหลายๆการตัดสินใจขึ้นอยู่กับพ่อที่เป็นหัวหน้าครอบครัวมาตลอด,อาจเพราะหลายๆการตัดสินใจขึ้นอยู่กับพ่อที่เป็นหัวหน้าครอบครัวมาตลอด,0
เสียงหัวร่อระงมของเพื่อนสนิทดังเคล้ากับเสียงพูดคุยสารพัดเรื่องราวชวนรำคาญชะมัด,เสียงหัวร่อระงมของเพื่อนสนิทดังเคล้ากับเสียงพูดคุยสารพัดเรื่องราวชวนรำคาญชะมัด,0
ผมกอบเอาความทรงจำมากเท่าที่จะทำได้ใส่ไว้ในกระดาษ,ผมกอบเอาความทรงจำมากเท่าที่จะทำได้ใส่ไว้ในกระดาษ,1
ว่างเปล่าเราเกลียดความรู้สึกแบบนี้,ว่างเปล่าเราเกลียดความรู้สึกแบบนี้,1
สังคมฉันต้องพยายามสร้างสมดุลเพื่อมอบความสุขให้กับทุกๆคนรอบตัว,สังคมฉันต้องพยายามสร้างสมดุลเพื่อมอบความสุขให้กับทุกๆคนรอบตัว,0
คำสายและประไพจึงอ่านออกเสียงข้อความบนป้ายร่วมกันความคิดของทุกคนจะหลอมรวมเป็นมารยาททางสังคมวันเวลาเดินทางผ่าน,คำสายและประไพจึงอ่านออกเสียงข้อความบนป้ายร่วมกันความคิดของทุกคนจะหลอมรวมเป็นมารยาททางสังคมวันเวลาเดินทางผ่าน,0
ความรู้สึกเกลียดตัวเองอย่างที่สุดถาโถมใส่ฉันอีกแล้ว,ความรู้สึกเกลียดตัวเองอย่างที่สุดถาโถมใส่ฉันอีกแล้ว,1
ไม่เหลืออยู่กับวันเวลาเหล่านั้นอีกต่อไปใช่,ไม่เหลืออยู่กับวันเวลาเหล่านั้นอีกต่อไปใช่,0
แม้มันจะไม่นานนักแต่เราอยากออกไปจากตรงนี้ทุกวัน,แม้มันจะไม่นานนักแต่เราอยากออกไปจากตรงนี้ทุกวัน,1
คำพูดอาจเปลี่ยนชีวิตคนฟังได้เลยนะ,คำพูดอาจเปลี่ยนชีวิตคนฟังได้เลยนะ,0
นั่นเป็นคำพูดของเธอที่ได้บอกกับผมในวันที่เราต้องหยุดความสัมพันธ์อันน่าหลงใหลเหล่านี้ไว้ผมเองที่ทำอะไรไม่ถูกและเสียใจจนสิ่งที่สมองคิดจะรับมือหายไปทั้งหมดจนได้แต่พิมพ์ตอบเธอไปว่าผมโอเคผมเคารพการตัดสินใจของเธอ,นั่นเป็นคำพูดของเธอที่ได้บอกกับผมในวันที่เราต้องหยุดความสัมพันธ์อันน่าหลงใหลเหล่านี้ไว้ผมเองที่ทำอะไรไม่ถูกและเสียใจจนสิ่งที่สมองคิดจะรับมือหายไปทั้งหมดจนได้แต่พิมพ์ตอบเธอไปว่าผมโอเคผมเคารพการตัดสินใจของเธอ,0
ถ้ามีลมหายใจจะทำเพือคนอื่น,ถ้ามีลมหายใจจะทำเพือคนอื่น,1
ไม่งั้นจะอายกว่านี้ไอ้พวกแมวผี,ไม่งั้นจะอายกว่านี้ไอ้พวกแมวผี,0
ถ้ามีโอกาสหนูอยากให้พี่เข้ามาอ่านนะหนูอยากไปต่อกับพี่เพราะหนูรักพี่จริงๆหนูชอบรอยยิ้มของพี่หนูชอบเวลาหนูอยู่กับพี่มันรู้สึกเป็นตัวเองแบบบอกไม่ถูกหนูชอบเวลาพี่ใส่ใจหนูหนูชอบทุกอย่างที่เป็นพี่จริงๆแล้วหนูไม่ได้เปิดใจให้พี่เลย,ถ้ามีโอกาสหนูอยากให้พี่เข้ามาอ่านนะหนูอยากไปต่อกับพี่เพราะหนูรักพี่จริงๆหนูชอบรอยยิ้มของพี่หนูชอบเวลาหนูอยู่กับพี่มันรู้สึกเป็นตัวเองแบบบอกไม่ถูกหนูชอบเวลาพี่ใส่ใจหนูหนูชอบทุกอย่างที่เป็นพี่จริงๆแล้วหนูไม่ได้เปิดใจให้พี่เลย,0
ตอนแรกเราไม่กล้าเปิดดู,ตอนแรกเราไม่กล้าเปิดดู,0
ฉันมาทำงานอยู่ที่นี่,ฉันมาทำงานอยู่ที่นี่,1
ฉันก็ยืนหยัดจะทำมันต่อไปบางทีเราอาจจะต้องกลับไปที่จุดเริ่มต้นใหม่แต่เพราะเราเป็นมนุษย์เราจึงเริ่มต้นใหม่ได้เสมอ,ฉันก็ยืนหยัดจะทำมันต่อไปบางทีเราอาจจะต้องกลับไปที่จุดเริ่มต้นใหม่แต่เพราะเราเป็นมนุษย์เราจึงเริ่มต้นใหม่ได้เสมอ,0
จนมันตายแต่ก่อนตายมันมีการจัดการแสนสาหัสต้องแบกสุนัขหนักกว่าโลขึ้นรถไปโรงพยาบาลทุกวันจนมันตายทั้งที่มีคนเตือนหลายคนว่าให้เอาไปฉีดยาทำการุญฆาตจะได้ไม่ต้องทรมานมันก่อนตายแต่ใจเราแข็งไม่พอ,จนมันตายแต่ก่อนตายมันมีการจัดการแสนสาหัสต้องแบกสุนัขหนักกว่าโลขึ้นรถไปโรงพยาบาลทุกวันจนมันตายทั้งที่มีคนเตือนหลายคนว่าให้เอาไปฉีดยาทำการุญฆาตจะได้ไม่ต้องทรมานมันก่อนตายแต่ใจเราแข็งไม่พอ,1
คราวนี้เขามีบทเรียน,คราวนี้เขามีบทเรียน,0
เสียใจที่ทำได้ไม่ดีพอ,เสียใจที่ทำได้ไม่ดีพอ,1
และอันที่จริงพระพุทธศาสนาไม่ได้สอนเรื่องการเวียนว่ายตายเกิด,และอันที่จริงพระพุทธศาสนาไม่ได้สอนเรื่องการเวียนว่ายตายเกิด,1
เธอสามารถหลบหลีกเขาได้อย่างรวดเร็ว,เธอสามารถหลบหลีกเขาได้อย่างรวดเร็ว,0
ฉันลองหยิบมือถือขึ้นมาเสิร์จหาเนื้อเพลงจากในเน็ตแต่กลับไม่พบเพลงที่ต้องการ,ฉันลองหยิบมือถือขึ้นมาเสิร์จหาเนื้อเพลงจากในเน็ตแต่กลับไม่พบเพลงที่ต้องการ,0
มันกลับสร้างความข้องใจใหม่ให้กับเขาอีกต่างหากฟังเสียง,มันกลับสร้างความข้องใจใหม่ให้กับเขาอีกต่างหากฟังเสียง,0
ทุกอย่างเลวร้ายลงไปหมด,ทุกอย่างเลวร้ายลงไปหมด,0
ทั้งๆที่คุณไม่เคยคิดอยากจะเข้าใจฉันเลย,ทั้งๆที่คุณไม่เคยคิดอยากจะเข้าใจฉันเลย,1
พากันไปเที่ยว,พากันไปเที่ยว,1
การขนส่งมวลชนที่ไม่มีคุณภาพและไม่ทั่วถึง,การขนส่งมวลชนที่ไม่มีคุณภาพและไม่ทั่วถึง,0
ไม่ใช่มีความสุขถึงกับเคยเป็นคนบ้างานมากๆเลยนะ,ไม่ใช่มีความสุขถึงกับเคยเป็นคนบ้างานมากๆเลยนะ,1
ทำตัวเองทุกอย่าง,ทำตัวเองทุกอย่าง,1
เชื้อเพลิงถูกสงวนไว้ให้ใช้เฉพาะในยามจำเป็นข้างนอกนี้ไม่มีร้อน,เชื้อเพลิงถูกสงวนไว้ให้ใช้เฉพาะในยามจำเป็นข้างนอกนี้ไม่มีร้อน,0
และนำไปสู่ความรู้สึกทรมานในภายหลัง,และนำไปสู่ความรู้สึกทรมานในภายหลัง,1
ไม่เคยคุยกับเราไม่เคยสบตากัน,ไม่เคยคุยกับเราไม่เคยสบตากัน,1
ไม่รู้ทุกวันนี้เอาพลังงานจากไหนมาใช้ชีวิตเหมือนกัน,ไม่รู้ทุกวันนี้เอาพลังงานจากไหนมาใช้ชีวิตเหมือนกัน,1
คิดบวก,คิดบวก,1
เราจำเหตุการณ์เมื่ออาทิตย์ที่ผ่านมาไม่ได้ด้วยซ้ำ,เราจำเหตุการณ์เมื่ออาทิตย์ที่ผ่านมาไม่ได้ด้วยซ้ำ,0
เราคือมิตรสหายท่านหนึ่งผู้ร่วมชะตากรรมเดียวกัน,เราคือมิตรสหายท่านหนึ่งผู้ร่วมชะตากรรมเดียวกัน,1
คงเป็นเพราะฉันคนเดียวที่ทำตัวมีความสขอยู่ตลอดเวลา,คงเป็นเพราะฉันคนเดียวที่ทำตัวมีความสขอยู่ตลอดเวลา,1
ไม่ผูกพันและไม่อยากรู้สึกอะไรกับตาและยายเราก็คุยกันได้ไม่ทุกเรื่องหรอกด้วยความที่ช่วงอายุต่างกัน,ไม่ผูกพันและไม่อยากรู้สึกอะไรกับตาและยายเราก็คุยกันได้ไม่ทุกเรื่องหรอกด้วยความที่ช่วงอายุต่างกัน,0
เราเศร้า,เราเศร้า,1
ดรีมมีลางว่าจะหยุดลมหายใจตัวเองแต่วันนั้นตัดสินใจโทรหาคุณหมอคุยกับคุณหมอนานมากๆ,ดรีมมีลางว่าจะหยุดลมหายใจตัวเองแต่วันนั้นตัดสินใจโทรหาคุณหมอคุยกับคุณหมอนานมากๆ,1
นี่เป็นเวลาเที่ยงคืนแล้วแต่หญิงสาวยังไม่อาจหลับตานอนลง,นี่เป็นเวลาเที่ยงคืนแล้วแต่หญิงสาวยังไม่อาจหลับตานอนลง,1
ไม่ได้ดีขนาดที่จะทำให้การเปิดเผยว่าฉันป่วยออกไปจะยอมรับให้ผ่านไปเฉยๆด้วยซ้ำ,ไม่ได้ดีขนาดที่จะทำให้การเปิดเผยว่าฉันป่วยออกไปจะยอมรับให้ผ่านไปเฉยๆด้วยซ้ำ,1
ไม่ลดเงินเดือนพนักงานแต่กลับมองเงินค่าขนมที่ฉันได้เป็นค่าใช้จ่ายที่ใหญ่กว่าแทน,ไม่ลดเงินเดือนพนักงานแต่กลับมองเงินค่าขนมที่ฉันได้เป็นค่าใช้จ่ายที่ใหญ่กว่าแทน,0
เเต่ยินดีจะยอมรับสิ่งที่เป็นเธอทั้งหมดรู้อะไรมั้ยที่รัก,เเต่ยินดีจะยอมรับสิ่งที่เป็นเธอทั้งหมดรู้อะไรมั้ยที่รัก,0
คนที่ป่วยเหมือนเราหรือคนที่อยากรู้เรื่องโรคซึมเศร้าหรืออาจจะเข้าใจความรู้สึกของคนที่มีเพื่อนที่มีชื่อเรียกว่าโรคซึมเศร้ามากขึ้น,คนที่ป่วยเหมือนเราหรือคนที่อยากรู้เรื่องโรคซึมเศร้าหรืออาจจะเข้าใจความรู้สึกของคนที่มีเพื่อนที่มีชื่อเรียกว่าโรคซึมเศร้ามากขึ้น,1
ภาพในตอนนั้นฉันได้หลงไหลและฝังมันไว้ในหัวของฉันมาตั้งแต่นั้นหัวใจของฉันก้าวกระโดดออกจากอกแล้วเต้นระบำไปตามตัวโน้ตที่คุณเล่นมันออกมาเป็นทำนองเย็นยะเยือกแต่กลับอ่อนโยนรุนแรงด้วยความเกรี้ยวกราดแต่กลับสงบลึกราวกับสายน้ำนิ่งท่วงทำนองของคุณทำให้ฉันถลำลึกสู่ความหลงไหลในตัวของคุณชั่วนิรันดร์และทำให้ฉันมีแรงทะยานที่จะกระพือปีกให้ได้อย่างคุณฉันพยายามไล่ตามคุณมาตลอดจนในที่สุดฉันก็ได้ยืนเคียงข้างคุณในตอนรับรางวัลและบอกความรู้สึกของฉันที่มีต่อคุณให้กับคุณหลังลงเวทีคุณส่งรอยยิ้มที่ดึงฉันให้หลงหลุมท่วงทำนองที่เล่นไปไม่นานดังขึ้นวนซ้ำไปมาในเวลาที่ฉันพูดคำที่เขียงเรียบเรียงในกระดาษทางความรู้สึกตั้งแต่ตอนที่พบเจอคุณและทำให้ฉันย้ำคำพูดของคุณเสมอทันทีที่คุณฟังฉันจบเธอได้ที่หนึ่งแทนฉันเมื่อไหร่,ภาพในตอนนั้นฉันได้หลงไหลและฝังมันไว้ในหัวของฉันมาตั้งแต่นั้นหัวใจของฉันก้าวกระโดดออกจากอกแล้วเต้นระบำไปตามตัวโน้ตที่คุณเล่นมันออกมาเป็นทำนองเย็นยะเยือกแต่กลับอ่อนโยนรุนแรงด้วยความเกรี้ยวกราดแต่กลับสงบลึกราวกับสายน้ำนิ่งท่วงทำนองของคุณทำให้ฉันถลำลึกสู่ความหลงไหลในตัวของคุณชั่วนิรันดร์และทำให้ฉันมีแรงทะยานที่จะกระพือปีกให้ได้อย่างคุณฉันพยายามไล่ตามคุณมาตลอดจนในที่สุดฉันก็ได้ยืนเคียงข้างคุณในตอนรับรางวัลและบอกความรู้สึกของฉันที่มีต่อคุณให้กับคุณหลังลงเวทีคุณส่งรอยยิ้มที่ดึงฉันให้หลงหลุมท่วงทำนองที่เล่นไปไม่นานดังขึ้นวนซ้ำไปมาในเวลาที่ฉันพูดคำที่เขียงเรียบเรียงในกระดาษทางความรู้สึกตั้งแต่ตอนที่พบเจอคุณและทำให้ฉันย้ำคำพูดของคุณเสมอทันทีที่คุณฟังฉันจบเธอได้ที่หนึ่งแทนฉันเมื่อไหร่,0
แต่เค้าก็ได้แต่เก็บคำถามไว้ในใจต่อไป,แต่เค้าก็ได้แต่เก็บคำถามไว้ในใจต่อไป,0
ตอนนั้นฉันยังเชื่อในแม่อย่างสนทิใจเพราะฉันรักแม่ที่สุด,ตอนนั้นฉันยังเชื่อในแม่อย่างสนทิใจเพราะฉันรักแม่ที่สุด,0
รวมถึงเรื่องการบริจาคร่างกายทำให้เรารู้ว่าการบริจาคร่างกายผู้บริจาคต้องมีน้ำหนักเกินกิโลกรัมเรียกได้ว่าเราเพิ่งผ่านเกณฑ์มาไม่นาน,รวมถึงเรื่องการบริจาคร่างกายทำให้เรารู้ว่าการบริจาคร่างกายผู้บริจาคต้องมีน้ำหนักเกินกิโลกรัมเรียกได้ว่าเราเพิ่งผ่านเกณฑ์มาไม่นาน,1
ยังหน้าด้านออกมาประกาศปาวๆว่ายังไงก็จะไม่ออกจากตำแหน่ง,ยังหน้าด้านออกมาประกาศปาวๆว่ายังไงก็จะไม่ออกจากตำแหน่ง,0
คิดว่าเธอคงรับรู้ได้ว่าต่อให้ผมไม่ได้บอกว่าผมรักเธอแต่เธอก็รู้ว่าผมรักในวันที่ดีขึ้น,คิดว่าเธอคงรับรู้ได้ว่าต่อให้ผมไม่ได้บอกว่าผมรักเธอแต่เธอก็รู้ว่าผมรักในวันที่ดีขึ้น,0
ระมัดระวังครับไม่เคยคิดว่าคำอวยพรจะศักดิ์สิทธิ์จนวันนี้แกขำที่ผมสุดหายใจเข้าลึกถึงลำไส้หมวกรวบคางผมตึงน้ำดื่มเอ่อล้นเพดานปาก,ระมัดระวังครับไม่เคยคิดว่าคำอวยพรจะศักดิ์สิทธิ์จนวันนี้แกขำที่ผมสุดหายใจเข้าลึกถึงลำไส้หมวกรวบคางผมตึงน้ำดื่มเอ่อล้นเพดานปาก,0
พูดถึงตอนนี้ก็คิดถึงรุ่นพี่มหาลัยคนนึงที่เคยใกล้ชิดช่วงสั้นๆ,พูดถึงตอนนี้ก็คิดถึงรุ่นพี่มหาลัยคนนึงที่เคยใกล้ชิดช่วงสั้นๆ,1
ผมรู้สึกดีที่ผมมาเจอ,ผมรู้สึกดีที่ผมมาเจอ,1
ไม่อยากตรวจแล้ว,ไม่อยากตรวจแล้ว,1
คนไข้ของไม่มีปัญหา,คนไข้ของไม่มีปัญหา,0
อยากนอนนิ่งๆและที่น่ากลัวคือบางเช้าเราไม่อยากตื่นขึ้นมันคือความอยากตายแบบหนึ่งหรือเปล่านะ,อยากนอนนิ่งๆและที่น่ากลัวคือบางเช้าเราไม่อยากตื่นขึ้นมันคือความอยากตายแบบหนึ่งหรือเปล่านะ,1
และวันนี้ก็เป็นวันเสาร์ที่แสนวุ่นวายเสียด้วย,และวันนี้ก็เป็นวันเสาร์ที่แสนวุ่นวายเสียด้วย,0
ร้องไห้ตลอดเวลา,ร้องไห้ตลอดเวลา,1
เราเชืื่อใจละพยายามเข้าใจเขาตลอดค่่ะแต่สุดท้ายเขาโกหกเราค่ะ,เราเชืื่อใจละพยายามเข้าใจเขาตลอดค่่ะแต่สุดท้ายเขาโกหกเราค่ะ,1
เหลือเผื่อไว้บ้างก็ดีอย่างไรก็ตาม,เหลือเผื่อไว้บ้างก็ดีอย่างไรก็ตาม,0
ไม่ใช่มาด้วยเอกสารผมเคยเปิดดูทีนึง,ไม่ใช่มาด้วยเอกสารผมเคยเปิดดูทีนึง,0
เพื่อนขอยืมสาย,เพื่อนขอยืมสาย,1
แค่รู้สึกว่ามันเป็นข้ออ้างที่ดีที่จะออกไปนอกระเบียงสักนาที,แค่รู้สึกว่ามันเป็นข้ออ้างที่ดีที่จะออกไปนอกระเบียงสักนาที,0
ข้อมูลที่จับต้องได้บนโลกภายนอก,ข้อมูลที่จับต้องได้บนโลกภายนอก,0
